"","OBS","DATE","FLOW","DATE2","YEAR","YEAR_CH","MONTH","MONTH_CH","WEEK","DAY","DAY_MONTH","BASEFLOW","QUICKFLOW","RATIO"
"5342",5342,"20/08/2008",7.2,2008-08-20,2008,"2008",8,"Aug",34,233,31,3.666,3.534,0.491
"5343",5343,"21/08/2008",5.4,2008-08-21,2008,"2008",8,"Aug",34,234,31,3.691,1.709,0.316
"5344",5344,"22/08/2008",4.7,2008-08-22,2008,"2008",8,"Aug",34,235,31,3.71,0.99,0.211
"5345",5345,"23/08/2008",4.5,2008-08-23,2008,"2008",8,"Aug",34,236,31,3.724,0.776,0.172
"5346",5346,"24/08/2008",3.9,2008-08-24,2008,"2008",8,"Aug",34,237,31,3.734,0.166,0.043
"5347",5347,"25/08/2008",5.6,2008-08-25,2008,"2008",8,"Aug",34,238,31,3.742,1.858,0.332
"5348",5348,"26/08/2008",6.1,2008-08-26,2008,"2008",8,"Aug",35,239,31,3.749,2.351,0.385
"5349",5349,"27/08/2008",4.8,2008-08-27,2008,"2008",8,"Aug",35,240,31,3.753,1.047,0.218
"5350",5350,"28/08/2008",4.4,2008-08-28,2008,"2008",8,"Aug",35,241,31,3.755,0.645,0.147
"5351",5351,"29/08/2008",4.3,2008-08-29,2008,"2008",8,"Aug",35,242,31,3.72,0.58,0.135
"5352",5352,"30/08/2008",4.3,2008-08-30,2008,"2008",8,"Aug",35,243,31,3.678,0.622,0.145
"5353",5353,"31/08/2008",3.8,2008-08-31,2008,"2008",8,"Aug",35,244,31,3.65,0.15,0.039
"5354",5354,"01/09/2008",4.3,2008-09-01,2008,"2008",9,"Sep",35,245,30,3.637,0.663,0.154
"5355",5355,"02/09/2008",4,2008-09-02,2008,"2008",9,"Sep",36,246,30,3.621,0.379,0.095
"5356",5356,"03/09/2008",3.7,2008-09-03,2008,"2008",9,"Sep",36,247,30,3.609,0.091,0.025
"5357",5357,"04/09/2008",4.6,2008-09-04,2008,"2008",9,"Sep",36,248,30,3.6,1,0.217
"5358",5358,"05/09/2008",4.5,2008-09-05,2008,"2008",9,"Sep",36,249,30,3.587,0.913,0.203
"5359",5359,"06/09/2008",5,2008-09-06,2008,"2008",9,"Sep",36,250,30,3.567,1.433,0.287
"5360",5360,"07/09/2008",4,2008-09-07,2008,"2008",9,"Sep",36,251,30,3.541,0.459,0.115
"5361",5361,"08/09/2008",3.8,2008-09-08,2008,"2008",9,"Sep",36,252,30,3.515,0.285,0.075
"5362",5362,"09/09/2008",4.8,2008-09-09,2008,"2008",9,"Sep",37,253,30,3.49,1.31,0.273
"5363",5363,"10/09/2008",4,2008-09-10,2008,"2008",9,"Sep",37,254,30,3.46,0.54,0.135
"5364",5364,"11/09/2008",4.2,2008-09-11,2008,"2008",9,"Sep",37,255,30,3.426,0.774,0.184
"5365",5365,"12/09/2008",3.5,2008-09-12,2008,"2008",9,"Sep",37,256,30,3.404,0.096,0.027
"5366",5366,"13/09/2008",3.4,2008-09-13,2008,"2008",9,"Sep",37,257,30,3.4,0,0
"5367",5367,"14/09/2008",4.3,2008-09-14,2008,"2008",9,"Sep",37,258,30,3.401,0.899,0.209
"5368",5368,"15/09/2008",3.5,2008-09-15,2008,"2008",9,"Sep",37,259,30,3.405,0.095,0.027
"5369",5369,"16/09/2008",3.5,2008-09-16,2008,"2008",9,"Sep",38,260,30,3.41,0.09,0.026
"5370",5370,"17/09/2008",6.6,2008-09-17,2008,"2008",9,"Sep",38,261,30,3.419,3.181,0.482
"5371",5371,"18/09/2008",5,2008-09-18,2008,"2008",9,"Sep",38,262,30,3.433,1.567,0.313
"5372",5372,"19/09/2008",3.8,2008-09-19,2008,"2008",9,"Sep",38,263,30,3.446,0.354,0.093
"5373",5373,"20/09/2008",3.6,2008-09-20,2008,"2008",9,"Sep",38,264,30,3.458,0.142,0.039
"5374",5374,"21/09/2008",5.7,2008-09-21,2008,"2008",9,"Sep",38,265,30,3.471,2.229,0.391
"5375",5375,"22/09/2008",3.9,2008-09-22,2008,"2008",9,"Sep",38,266,30,3.484,0.416,0.107
"5376",5376,"23/09/2008",5.2,2008-09-23,2008,"2008",9,"Sep",39,267,30,3.495,1.705,0.328
"5377",5377,"24/09/2008",4.5,2008-09-24,2008,"2008",9,"Sep",39,268,30,3.505,0.995,0.221
"5378",5378,"25/09/2008",3.6,2008-09-25,2008,"2008",9,"Sep",39,269,30,3.512,0.088,0.024
"5379",5379,"26/09/2008",6.4,2008-09-26,2008,"2008",9,"Sep",39,270,30,3.523,2.877,0.45
"5380",5380,"27/09/2008",6.3,2008-09-27,2008,"2008",9,"Sep",39,271,30,3.544,2.756,0.437
"5381",5381,"28/09/2008",5.7,2008-09-28,2008,"2008",9,"Sep",39,272,30,3.577,2.123,0.372
"5382",5382,"29/09/2008",6.6,2008-09-29,2008,"2008",9,"Sep",39,273,30,3.619,2.981,0.452
"5383",5383,"30/09/2008",5.9,2008-09-30,2008,"2008",9,"Sep",40,274,30,3.669,2.231,0.378
"5384",5384,"01/10/2008",6.6,2008-10-01,2008,"2008",10,"Oct",40,275,31,3.727,2.873,0.435
"5385",5385,"02/10/2008",7.2,2008-10-02,2008,"2008",10,"Oct",40,276,31,3.793,3.407,0.473
"5386",5386,"03/10/2008",11.7,2008-10-03,2008,"2008",10,"Oct",40,277,31,3.873,7.827,0.669
"5387",5387,"04/10/2008",7.6,2008-10-04,2008,"2008",10,"Oct",40,278,31,3.971,3.629,0.478
"5388",5388,"05/10/2008",5.8,2008-10-05,2008,"2008",10,"Oct",40,279,31,4.07,1.73,0.298
"5389",5389,"06/10/2008",6.4,2008-10-06,2008,"2008",10,"Oct",40,280,31,4.161,2.239,0.35
"5390",5390,"07/10/2008",5.8,2008-10-07,2008,"2008",10,"Oct",41,281,31,4.243,1.557,0.268
"5391",5391,"08/10/2008",8.6,2008-10-08,2008,"2008",10,"Oct",41,282,31,4.318,4.282,0.498
"5392",5392,"09/10/2008",6.8,2008-10-09,2008,"2008",10,"Oct",41,283,31,4.383,2.417,0.355
"5393",5393,"10/10/2008",5.7,2008-10-10,2008,"2008",10,"Oct",41,284,31,4.441,1.259,0.221
"5394",5394,"11/10/2008",5.1,2008-10-11,2008,"2008",10,"Oct",41,285,31,4.491,0.609,0.119
"5395",5395,"12/10/2008",9.8,2008-10-12,2008,"2008",10,"Oct",41,286,31,4.543,5.257,0.536
"5396",5396,"13/10/2008",15.4,2008-10-13,2008,"2008",10,"Oct",41,287,31,4.619,10.781,0.7
"5397",5397,"14/10/2008",12.7,2008-10-14,2008,"2008",10,"Oct",42,288,31,4.732,7.968,0.627
"5398",5398,"15/10/2008",16.4,2008-10-15,2008,"2008",10,"Oct",42,289,31,4.876,11.524,0.703
"5399",5399,"16/10/2008",23.2,2008-10-16,2008,"2008",10,"Oct",42,290,31,5.022,18.178,0.784
"5400",5400,"17/10/2008",14.8,2008-10-17,2008,"2008",10,"Oct",42,291,31,5.151,9.649,0.652
"5401",5401,"18/10/2008",10.8,2008-10-18,2008,"2008",10,"Oct",42,292,31,5.258,5.542,0.513
"5402",5402,"19/10/2008",8.9,2008-10-19,2008,"2008",10,"Oct",42,293,31,5.342,3.558,0.4
"5403",5403,"20/10/2008",7.6,2008-10-20,2008,"2008",10,"Oct",42,294,31,5.406,2.194,0.289
"5404",5404,"21/10/2008",9.7,2008-10-21,2008,"2008",10,"Oct",43,295,31,5.454,4.246,0.438
"5405",5405,"22/10/2008",10.9,2008-10-22,2008,"2008",10,"Oct",43,296,31,5.489,5.411,0.496
"5406",5406,"23/10/2008",8.2,2008-10-23,2008,"2008",10,"Oct",43,297,31,5.51,2.69,0.328
"5407",5407,"24/10/2008",6.8,2008-10-24,2008,"2008",10,"Oct",43,298,31,5.517,1.283,0.189
"5408",5408,"25/10/2008",6.4,2008-10-25,2008,"2008",10,"Oct",43,299,31,5.452,0.948,0.148
"5409",5409,"26/10/2008",5.6,2008-10-26,2008,"2008",10,"Oct",43,300,31,5.408,0.192,0.034
"5410",5410,"27/10/2008",5.4,2008-10-27,2008,"2008",10,"Oct",43,301,31,5.4,0,0
"5411",5411,"28/10/2008",6.4,2008-10-28,2008,"2008",10,"Oct",44,302,31,5.401,0.999,0.156
"5412",5412,"29/10/2008",6,2008-10-29,2008,"2008",10,"Oct",44,303,31,5.406,0.594,0.099
"5413",5413,"30/10/2008",6.4,2008-10-30,2008,"2008",10,"Oct",44,304,31,5.413,0.987,0.154
"5414",5414,"31/10/2008",5.5,2008-10-31,2008,"2008",10,"Oct",44,305,31,5.42,0.08,0.015
"5415",5415,"01/11/2008",6.2,2008-11-01,2008,"2008",11,"Nov",44,306,30,5.427,0.773,0.125
"5416",5416,"02/11/2008",11.6,2008-11-02,2008,"2008",11,"Nov",44,307,30,5.435,6.165,0.531
"5417",5417,"03/11/2008",9.6,2008-11-03,2008,"2008",11,"Nov",44,308,30,5.442,4.158,0.433
"5418",5418,"04/11/2008",7.7,2008-11-04,2008,"2008",11,"Nov",45,309,30,5.446,2.254,0.293
"5419",5419,"05/11/2008",7.8,2008-11-05,2008,"2008",11,"Nov",45,310,30,5.383,2.417,0.31
"5420",5420,"06/11/2008",6.8,2008-11-06,2008,"2008",11,"Nov",45,311,30,5.295,1.505,0.221
"5421",5421,"07/11/2008",10,2008-11-07,2008,"2008",11,"Nov",45,312,30,5.192,4.808,0.481
"5422",5422,"08/11/2008",7.6,2008-11-08,2008,"2008",11,"Nov",45,313,30,5.067,2.533,0.333
"5423",5423,"09/11/2008",6.4,2008-11-09,2008,"2008",11,"Nov",45,314,30,4.943,1.457,0.228
"5424",5424,"10/11/2008",6,2008-11-10,2008,"2008",11,"Nov",45,315,30,4.841,1.159,0.193
"5425",5425,"11/11/2008",5.7,2008-11-11,2008,"2008",11,"Nov",46,316,30,4.759,0.941,0.165
"5426",5426,"12/11/2008",5.6,2008-11-12,2008,"2008",11,"Nov",46,317,30,4.687,0.913,0.163
"5427",5427,"13/11/2008",5.1,2008-11-13,2008,"2008",11,"Nov",46,318,30,4.633,0.467,0.092
"5428",5428,"14/11/2008",4.8,2008-11-14,2008,"2008",11,"Nov",46,319,30,4.607,0.192,0.04
"5429",5429,"15/11/2008",4.6,2008-11-15,2008,"2008",11,"Nov",46,320,30,4.6,0,0
"5430",5430,"16/11/2008",4.7,2008-11-16,2008,"2008",11,"Nov",46,321,30,4.6,0.1,0.021
"5431",5431,"17/11/2008",5.2,2008-11-17,2008,"2008",11,"Nov",46,322,30,4.601,0.599,0.115
"5432",5432,"18/11/2008",22.7,2008-11-18,2008,"2008",11,"Nov",47,323,30,4.63,18.07,0.796
"5433",5433,"19/11/2008",27.5,2008-11-19,2008,"2008",11,"Nov",47,324,30,4.738,22.762,0.828
"5434",5434,"20/11/2008",14.5,2008-11-20,2008,"2008",11,"Nov",47,325,30,4.933,9.567,0.66
"5435",5435,"21/11/2008",16.4,2008-11-21,2008,"2008",11,"Nov",47,326,30,5.175,11.225,0.684
"5436",5436,"22/11/2008",44.5,2008-11-22,2008,"2008",11,"Nov",47,327,30,5.482,39.018,0.877
"5437",5437,"23/11/2008",49.9,2008-11-23,2008,"2008",11,"Nov",47,328,30,5.846,44.054,0.883
"5438",5438,"24/11/2008",45.2,2008-11-24,2008,"2008",11,"Nov",47,329,30,6.189,39.011,0.863
"5439",5439,"25/11/2008",26.5,2008-11-25,2008,"2008",11,"Nov",48,330,30,6.477,20.023,0.756
"5440",5440,"26/11/2008",35.4,2008-11-26,2008,"2008",11,"Nov",48,331,30,6.702,28.698,0.811
"5441",5441,"27/11/2008",22.1,2008-11-27,2008,"2008",11,"Nov",48,332,30,6.859,15.241,0.69
"5442",5442,"28/11/2008",14.1,2008-11-28,2008,"2008",11,"Nov",48,333,30,6.95,7.15,0.507
"5443",5443,"29/11/2008",13.9,2008-11-29,2008,"2008",11,"Nov",48,334,30,6.992,6.908,0.497
"5444",5444,"30/11/2008",10.3,2008-11-30,2008,"2008",11,"Nov",48,335,30,6.857,3.443,0.334
"5445",5445,"01/12/2008",8.1,2008-12-01,2008,"2008",12,"Dec",48,336,31,6.667,1.433,0.177
"5446",5446,"02/12/2008",33.3,2008-12-02,2008,"2008",12,"Dec",49,337,31,6.512,26.788,0.804
"5447",5447,"03/12/2008",38.9,2008-12-03,2008,"2008",12,"Dec",49,338,31,6.225,32.675,0.84
"5448",5448,"04/12/2008",16,2008-12-04,2008,"2008",12,"Dec",49,339,31,5.782,10.218,0.639
"5449",5449,"05/12/2008",10.8,2008-12-05,2008,"2008",12,"Dec",49,340,31,5.314,5.486,0.508
"5450",5450,"06/12/2008",8.5,2008-12-06,2008,"2008",12,"Dec",49,341,31,4.962,3.538,0.416
"5451",5451,"07/12/2008",7.3,2008-12-07,2008,"2008",12,"Dec",49,342,31,4.724,2.576,0.353
"5452",5452,"08/12/2008",6.5,2008-12-08,2008,"2008",12,"Dec",49,343,31,4.548,1.952,0.3
"5453",5453,"09/12/2008",5.6,2008-12-09,2008,"2008",12,"Dec",50,344,31,4.426,1.174,0.21
"5454",5454,"10/12/2008",5,2008-12-10,2008,"2008",12,"Dec",50,345,31,4.355,0.645,0.129
"5455",5455,"11/12/2008",4.7,2008-12-11,2008,"2008",12,"Dec",50,346,31,4.315,0.385,0.082
"5456",5456,"12/12/2008",4.3,2008-12-12,2008,"2008",12,"Dec",50,347,31,4.3,0,0
"5457",5457,"13/12/2008",15.1,2008-12-13,2008,"2008",12,"Dec",50,348,31,4.315,10.785,0.714
"5458",5458,"14/12/2008",10.8,2008-12-14,2008,"2008",12,"Dec",50,349,31,4.354,6.446,0.597
"5459",5459,"15/12/2008",8.3,2008-12-15,2008,"2008",12,"Dec",50,350,31,4.398,3.902,0.47
"5460",5460,"16/12/2008",7.5,2008-12-16,2008,"2008",12,"Dec",51,351,31,4.435,3.065,0.409
"5461",5461,"17/12/2008",7,2008-12-17,2008,"2008",12,"Dec",51,352,31,4.464,2.536,0.362
"5462",5462,"18/12/2008",7.1,2008-12-18,2008,"2008",12,"Dec",51,353,31,4.484,2.616,0.368
"5463",5463,"19/12/2008",6.8,2008-12-19,2008,"2008",12,"Dec",51,354,31,4.495,2.305,0.339
"5464",5464,"20/12/2008",6.8,2008-12-20,2008,"2008",12,"Dec",51,355,31,4.447,2.353,0.346
"5465",5465,"21/12/2008",6,2008-12-21,2008,"2008",12,"Dec",51,356,31,4.316,1.684,0.281
"5466",5466,"22/12/2008",5.7,2008-12-22,2008,"2008",12,"Dec",51,357,31,4.192,1.508,0.265
"5467",5467,"23/12/2008",5.5,2008-12-23,2008,"2008",12,"Dec",52,358,31,4.077,1.423,0.259
"5468",5468,"24/12/2008",5.1,2008-12-24,2008,"2008",12,"Dec",52,359,31,3.978,1.122,0.22
"5469",5469,"25/12/2008",4.8,2008-12-25,2008,"2008",12,"Dec",52,360,31,3.899,0.901,0.188
"5470",5470,"26/12/2008",7,2008-12-26,2008,"2008",12,"Dec",52,361,31,3.823,3.177,0.454
"5471",5471,"27/12/2008",5.1,2008-12-27,2008,"2008",12,"Dec",52,362,31,3.734,1.366,0.268
"5472",5472,"28/12/2008",4.7,2008-12-28,2008,"2008",12,"Dec",52,363,31,3.644,1.056,0.225
"5473",5473,"29/12/2008",4.5,2008-12-29,2008,"2008",12,"Dec",52,364,31,3.567,0.933,0.207
"5474",5474,"30/12/2008",4.3,2008-12-30,2008,"2008",12,"Dec",53,365,31,3.499,0.801,0.186
"5475",5475,"31/12/2008",4.2,2008-12-31,2008,"2008",12,"Dec",53,366,31,3.438,0.762,0.181
"5476",5476,"01/01/2009",4.1,2009-01-01,2009,"2009",1,"Jan",1,1,31,3.381,0.719,0.175
"5477",5477,"02/01/2009",3.9,2009-01-02,2009,"2009",1,"Jan",1,2,31,3.33,0.57,0.146
"5478",5478,"03/01/2009",3.7,2009-01-03,2009,"2009",1,"Jan",1,3,31,3.292,0.408,0.11
"5479",5479,"04/01/2009",3.5,2009-01-04,2009,"2009",1,"Jan",1,4,31,3.267,0.233,0.067
"5480",5480,"05/01/2009",6.4,2009-01-05,2009,"2009",1,"Jan",1,5,31,3.244,3.156,0.493
"5481",5481,"06/01/2009",4.1,2009-01-06,2009,"2009",1,"Jan",1,6,31,3.21,0.89,0.217
"5482",5482,"07/01/2009",3.8,2009-01-07,2009,"2009",1,"Jan",1,7,31,3.167,0.633,0.167
"5483",5483,"08/01/2009",3.8,2009-01-08,2009,"2009",1,"Jan",2,8,31,3.119,0.681,0.179
"5484",5484,"09/01/2009",3.8,2009-01-09,2009,"2009",1,"Jan",2,9,31,3.068,0.732,0.193
"5485",5485,"10/01/2009",3.6,2009-01-10,2009,"2009",1,"Jan",2,10,31,3.018,0.582,0.162
"5486",5486,"11/01/2009",3.5,2009-01-11,2009,"2009",1,"Jan",2,11,31,2.975,0.525,0.15
"5487",5487,"12/01/2009",3.4,2009-01-12,2009,"2009",1,"Jan",2,12,31,2.937,0.463,0.136
"5488",5488,"13/01/2009",3.3,2009-01-13,2009,"2009",1,"Jan",2,13,31,2.903,0.397,0.12
"5489",5489,"14/01/2009",3.2,2009-01-14,2009,"2009",1,"Jan",2,14,31,2.875,0.325,0.102
"5490",5490,"15/01/2009",3.1,2009-01-15,2009,"2009",1,"Jan",3,15,31,2.853,0.247,0.08
"5491",5491,"16/01/2009",3.2,2009-01-16,2009,"2009",1,"Jan",3,16,31,2.833,0.367,0.115
"5492",5492,"17/01/2009",3,2009-01-17,2009,"2009",1,"Jan",3,17,31,2.815,0.185,0.062
"5493",5493,"18/01/2009",2.9,2009-01-18,2009,"2009",1,"Jan",3,18,31,2.804,0.096,0.033
"5494",5494,"19/01/2009",2.8,2009-01-19,2009,"2009",1,"Jan",3,19,31,2.8,0,0
"5495",5495,"20/01/2009",3.2,2009-01-20,2009,"2009",1,"Jan",3,20,31,2.801,0.399,0.125
"5496",5496,"21/01/2009",3.6,2009-01-21,2009,"2009",1,"Jan",3,21,31,2.803,0.797,0.221
"5497",5497,"22/01/2009",3.6,2009-01-22,2009,"2009",1,"Jan",4,22,31,2.81,0.79,0.219
"5498",5498,"23/01/2009",4.3,2009-01-23,2009,"2009",1,"Jan",4,23,31,2.82,1.48,0.344
"5499",5499,"24/01/2009",3.3,2009-01-24,2009,"2009",1,"Jan",4,24,31,2.835,0.465,0.141
"5500",5500,"25/01/2009",8.1,2009-01-25,2009,"2009",1,"Jan",4,25,31,2.859,5.241,0.647
"5501",5501,"26/01/2009",7.6,2009-01-26,2009,"2009",1,"Jan",4,26,31,2.891,4.709,0.62
"5502",5502,"27/01/2009",4.9,2009-01-27,2009,"2009",1,"Jan",4,27,31,2.921,1.979,0.404
"5503",5503,"28/01/2009",4.1,2009-01-28,2009,"2009",1,"Jan",4,28,31,2.946,1.154,0.281
"5504",5504,"29/01/2009",3.8,2009-01-29,2009,"2009",1,"Jan",5,29,31,2.966,0.834,0.219
"5505",5505,"30/01/2009",3.5,2009-01-30,2009,"2009",1,"Jan",5,30,31,2.981,0.519,0.148
"5506",5506,"31/01/2009",3.4,2009-01-31,2009,"2009",1,"Jan",5,31,31,2.993,0.407,0.12
"5507",5507,"01/02/2009",3.3,2009-02-01,2009,"2009",2,"Feb",5,32,28,3.002,0.298,0.09
"5508",5508,"02/02/2009",3.1,2009-02-02,2009,"2009",2,"Feb",5,33,28,3.01,0.09,0.029
"5509",5509,"03/02/2009",3.4,2009-02-03,2009,"2009",2,"Feb",5,34,28,3.017,0.383,0.113
"5510",5510,"04/02/2009",11.4,2009-02-04,2009,"2009",2,"Feb",5,35,28,3.036,8.364,0.734
"5511",5511,"05/02/2009",25.6,2009-02-05,2009,"2009",2,"Feb",6,36,28,3.108,22.492,0.879
"5512",5512,"06/02/2009",21.9,2009-02-06,2009,"2009",2,"Feb",6,37,28,3.227,18.673,0.853
"5513",5513,"07/02/2009",18.2,2009-02-07,2009,"2009",2,"Feb",6,38,28,3.342,14.858,0.816
"5514",5514,"08/02/2009",11,2009-02-08,2009,"2009",2,"Feb",6,39,28,3.435,7.565,0.688
"5515",5515,"09/02/2009",8.4,2009-02-09,2009,"2009",2,"Feb",6,40,28,3.503,4.897,0.583
"5516",5516,"10/02/2009",7,2009-02-10,2009,"2009",2,"Feb",6,41,28,3.546,3.454,0.493
"5517",5517,"11/02/2009",6,2009-02-11,2009,"2009",2,"Feb",6,42,28,3.569,2.431,0.405
"5518",5518,"12/02/2009",5.4,2009-02-12,2009,"2009",2,"Feb",7,43,28,3.576,1.824,0.338
"5519",5519,"13/02/2009",4.9,2009-02-13,2009,"2009",2,"Feb",7,44,28,3.46,1.44,0.294
"5520",5520,"14/02/2009",4.6,2009-02-14,2009,"2009",2,"Feb",7,45,28,3.355,1.245,0.271
"5521",5521,"15/02/2009",4.3,2009-02-15,2009,"2009",2,"Feb",7,46,28,3.266,1.034,0.24
"5522",5522,"16/02/2009",4,2009-02-16,2009,"2009",2,"Feb",7,47,28,3.195,0.805,0.201
"5523",5523,"17/02/2009",3.8,2009-02-17,2009,"2009",2,"Feb",7,48,28,3.137,0.663,0.174
"5524",5524,"18/02/2009",3.6,2009-02-18,2009,"2009",2,"Feb",7,49,28,3.092,0.508,0.141
"5525",5525,"19/02/2009",3.5,2009-02-19,2009,"2009",2,"Feb",8,50,28,3.055,0.445,0.127
"5526",5526,"20/02/2009",4,2009-02-20,2009,"2009",2,"Feb",8,51,28,3.018,0.982,0.246
"5527",5527,"21/02/2009",3.8,2009-02-21,2009,"2009",2,"Feb",8,52,28,2.976,0.824,0.217
"5528",5528,"22/02/2009",3.5,2009-02-22,2009,"2009",2,"Feb",8,53,28,2.932,0.568,0.162
"5529",5529,"23/02/2009",3.4,2009-02-23,2009,"2009",2,"Feb",8,54,28,2.889,0.511,0.15
"5530",5530,"24/02/2009",3.2,2009-02-24,2009,"2009",2,"Feb",8,55,28,2.856,0.344,0.107
"5531",5531,"25/02/2009",3.1,2009-02-25,2009,"2009",2,"Feb",8,56,28,2.832,0.268,0.086
"5532",5532,"26/02/2009",3,2009-02-26,2009,"2009",2,"Feb",9,57,28,2.815,0.185,0.062
"5533",5533,"27/02/2009",2.9,2009-02-27,2009,"2009",2,"Feb",9,58,28,2.804,0.096,0.033
"5534",5534,"28/02/2009",2.8,2009-02-28,2009,"2009",2,"Feb",9,59,28,2.8,0,0
"5535",5535,"01/03/2009",2.8,2009-03-01,2009,"2009",3,"Mar",9,60,31,2.8,0,0
"5536",5536,"02/03/2009",2.9,2009-03-02,2009,"2009",3,"Mar",9,61,31,2.8,0.1,0.034
"5537",5537,"03/03/2009",4.4,2009-03-03,2009,"2009",3,"Mar",9,62,31,2.803,1.597,0.363
"5538",5538,"04/03/2009",4.8,2009-03-04,2009,"2009",3,"Mar",9,63,31,2.812,1.988,0.414
"5539",5539,"05/03/2009",7.4,2009-03-05,2009,"2009",3,"Mar",10,64,31,2.835,4.565,0.617
"5540",5540,"06/03/2009",7,2009-03-06,2009,"2009",3,"Mar",10,65,31,2.869,4.131,0.59
"5541",5541,"07/03/2009",5.3,2009-03-07,2009,"2009",3,"Mar",10,66,31,2.905,2.395,0.452
"5542",5542,"08/03/2009",5.2,2009-03-08,2009,"2009",3,"Mar",10,67,31,2.935,2.265,0.436
"5543",5543,"09/03/2009",5.1,2009-03-09,2009,"2009",3,"Mar",10,68,31,2.96,2.14,0.42
"5544",5544,"10/03/2009",4.8,2009-03-10,2009,"2009",3,"Mar",10,69,31,2.979,1.821,0.379
"5545",5545,"11/03/2009",4.5,2009-03-11,2009,"2009",3,"Mar",10,70,31,2.992,1.508,0.335
"5546",5546,"12/03/2009",4.2,2009-03-12,2009,"2009",3,"Mar",11,71,31,2.998,1.202,0.286
"5547",5547,"13/03/2009",4,2009-03-13,2009,"2009",3,"Mar",11,72,31,2.957,1.043,0.261
"5548",5548,"14/03/2009",3.8,2009-03-14,2009,"2009",3,"Mar",11,73,31,2.88,0.92,0.242
"5549",5549,"15/03/2009",3.7,2009-03-15,2009,"2009",3,"Mar",11,74,31,2.81,0.89,0.241
"5550",5550,"16/03/2009",3.5,2009-03-16,2009,"2009",3,"Mar",11,75,31,2.746,0.754,0.215
"5551",5551,"17/03/2009",3.4,2009-03-17,2009,"2009",3,"Mar",11,76,31,2.689,0.711,0.209
"5552",5552,"18/03/2009",3.3,2009-03-18,2009,"2009",3,"Mar",11,77,31,2.635,0.665,0.202
"5553",5553,"19/03/2009",3.2,2009-03-19,2009,"2009",3,"Mar",12,78,31,2.585,0.615,0.192
"5554",5554,"20/03/2009",3.1,2009-03-20,2009,"2009",3,"Mar",12,79,31,2.539,0.561,0.181
"5555",5555,"21/03/2009",3.1,2009-03-21,2009,"2009",3,"Mar",12,80,31,2.494,0.606,0.195
"5556",5556,"22/03/2009",3,2009-03-22,2009,"2009",3,"Mar",12,81,31,2.449,0.551,0.184
"5557",5557,"23/03/2009",2.9,2009-03-23,2009,"2009",3,"Mar",12,82,31,2.408,0.492,0.17
"5558",5558,"24/03/2009",2.9,2009-03-24,2009,"2009",3,"Mar",12,83,31,2.368,0.532,0.183
"5559",5559,"25/03/2009",2.8,2009-03-25,2009,"2009",3,"Mar",12,84,31,2.329,0.471,0.168
"5560",5560,"26/03/2009",2.7,2009-03-26,2009,"2009",3,"Mar",13,85,31,2.295,0.405,0.15
"5561",5561,"27/03/2009",2.6,2009-03-27,2009,"2009",3,"Mar",13,86,31,2.266,0.334,0.128
"5562",5562,"28/03/2009",2.6,2009-03-28,2009,"2009",3,"Mar",13,87,31,2.239,0.361,0.139
"5563",5563,"29/03/2009",2.5,2009-03-29,2009,"2009",3,"Mar",13,88,31,2.214,0.286,0.114
"5564",5564,"30/03/2009",2.5,2009-03-30,2009,"2009",3,"Mar",13,89,31,2.191,0.309,0.124
"5565",5565,"31/03/2009",2.5,2009-03-31,2009,"2009",3,"Mar",13,90,31,2.166,0.334,0.134
"5566",5566,"01/04/2009",2.4,2009-04-01,2009,"2009",4,"Apr",13,91,30,2.143,0.257,0.107
"5567",5567,"02/04/2009",2.4,2009-04-02,2009,"2009",4,"Apr",14,92,30,2.122,0.278,0.116
"5568",5568,"03/04/2009",2.5,2009-04-03,2009,"2009",4,"Apr",14,93,30,2.099,0.401,0.16
"5569",5569,"04/04/2009",2.4,2009-04-04,2009,"2009",4,"Apr",14,94,30,2.075,0.325,0.135
"5570",5570,"05/04/2009",2.3,2009-04-05,2009,"2009",4,"Apr",14,95,30,2.052,0.248,0.108
"5571",5571,"06/04/2009",2.3,2009-04-06,2009,"2009",4,"Apr",14,96,30,2.032,0.268,0.117
"5572",5572,"07/04/2009",2.2,2009-04-07,2009,"2009",4,"Apr",14,97,30,2.014,0.186,0.085
"5573",5573,"08/04/2009",2.2,2009-04-08,2009,"2009",4,"Apr",14,98,30,1.999,0.201,0.091
"5574",5574,"09/04/2009",2.2,2009-04-09,2009,"2009",4,"Apr",15,99,30,1.983,0.217,0.099
"5575",5575,"10/04/2009",2.1,2009-04-10,2009,"2009",4,"Apr",15,100,30,1.97,0.13,0.062
"5576",5576,"11/04/2009",2.1,2009-04-11,2009,"2009",4,"Apr",15,101,30,1.959,0.141,0.067
"5577",5577,"12/04/2009",2.1,2009-04-12,2009,"2009",4,"Apr",15,102,30,1.948,0.152,0.072
"5578",5578,"13/04/2009",2.1,2009-04-13,2009,"2009",4,"Apr",15,103,30,1.935,0.165,0.079
"5579",5579,"14/04/2009",2.3,2009-04-14,2009,"2009",4,"Apr",15,104,30,1.922,0.378,0.164
"5580",5580,"15/04/2009",2.1,2009-04-15,2009,"2009",4,"Apr",15,105,30,1.907,0.193,0.092
"5581",5581,"16/04/2009",2.1,2009-04-16,2009,"2009",4,"Apr",16,106,30,1.891,0.209,0.1
"5582",5582,"17/04/2009",2,2009-04-17,2009,"2009",4,"Apr",16,107,30,1.878,0.122,0.061
