"","OBS","DATE","FLOW","DATE2","YEAR","YEAR_CH","MONTH","MONTH_CH","WEEK","DAY","DAY_MONTH"
"4381",4381,"01/01/2006",3.3,2006-01-01,2006,"2006",1,"Jan",1,1,31
"4382",4382,"02/01/2006",3.2,2006-01-02,2006,"2006",1,"Jan",1,2,31
"4383",4383,"03/01/2006",3.1,2006-01-03,2006,"2006",1,"Jan",1,3,31
"4384",4384,"04/01/2006",3.1,2006-01-04,2006,"2006",1,"Jan",1,4,31
"4385",4385,"05/01/2006",3.3,2006-01-05,2006,"2006",1,"Jan",1,5,31
"4386",4386,"06/01/2006",3.9,2006-01-06,2006,"2006",1,"Jan",1,6,31
"4387",4387,"07/01/2006",6.6,2006-01-07,2006,"2006",1,"Jan",1,7,31
"4388",4388,"08/01/2006",11.4,2006-01-08,2006,"2006",1,"Jan",2,8,31
"4389",4389,"09/01/2006",7.9,2006-01-09,2006,"2006",1,"Jan",2,9,31
"4390",4390,"10/01/2006",5.3,2006-01-10,2006,"2006",1,"Jan",2,10,31
"4391",4391,"11/01/2006",4.7,2006-01-11,2006,"2006",1,"Jan",2,11,31
"4392",4392,"12/01/2006",4.3,2006-01-12,2006,"2006",1,"Jan",2,12,31
"4393",4393,"13/01/2006",4,2006-01-13,2006,"2006",1,"Jan",2,13,31
"4394",4394,"14/01/2006",5.3,2006-01-14,2006,"2006",1,"Jan",2,14,31
"4395",4395,"15/01/2006",30.4,2006-01-15,2006,"2006",1,"Jan",3,15,31
"4396",4396,"16/01/2006",19.2,2006-01-16,2006,"2006",1,"Jan",3,16,31
"4397",4397,"17/01/2006",9.5,2006-01-17,2006,"2006",1,"Jan",3,17,31
"4398",4398,"18/01/2006",7.4,2006-01-18,2006,"2006",1,"Jan",3,18,31
"4399",4399,"19/01/2006",6.3,2006-01-19,2006,"2006",1,"Jan",3,19,31
"4400",4400,"20/01/2006",5.7,2006-01-20,2006,"2006",1,"Jan",3,20,31
"4401",4401,"21/01/2006",5.2,2006-01-21,2006,"2006",1,"Jan",3,21,31
"4402",4402,"22/01/2006",4.8,2006-01-22,2006,"2006",1,"Jan",4,22,31
"4403",4403,"23/01/2006",4.5,2006-01-23,2006,"2006",1,"Jan",4,23,31
"4404",4404,"24/01/2006",4.3,2006-01-24,2006,"2006",1,"Jan",4,24,31
"4405",4405,"25/01/2006",4.4,2006-01-25,2006,"2006",1,"Jan",4,25,31
"4406",4406,"26/01/2006",4.2,2006-01-26,2006,"2006",1,"Jan",4,26,31
"4407",4407,"27/01/2006",5.5,2006-01-27,2006,"2006",1,"Jan",4,27,31
"4408",4408,"28/01/2006",7.1,2006-01-28,2006,"2006",1,"Jan",4,28,31
"4409",4409,"29/01/2006",5.1,2006-01-29,2006,"2006",1,"Jan",5,29,31
"4410",4410,"30/01/2006",4.6,2006-01-30,2006,"2006",1,"Jan",5,30,31
"4411",4411,"31/01/2006",5.4,2006-01-31,2006,"2006",1,"Jan",5,31,31
"4412",4412,"01/02/2006",4.8,2006-02-01,2006,"2006",2,"Feb",5,32,28
"4413",4413,"02/02/2006",4.3,2006-02-02,2006,"2006",2,"Feb",5,33,28
"4414",4414,"03/02/2006",5,2006-02-03,2006,"2006",2,"Feb",5,34,28
"4415",4415,"04/02/2006",6.2,2006-02-04,2006,"2006",2,"Feb",5,35,28
"4416",4416,"05/02/2006",4.8,2006-02-05,2006,"2006",2,"Feb",6,36,28
"4417",4417,"06/02/2006",5.7,2006-02-06,2006,"2006",2,"Feb",6,37,28
"4418",4418,"07/02/2006",4.9,2006-02-07,2006,"2006",2,"Feb",6,38,28
"4419",4419,"08/02/2006",4.4,2006-02-08,2006,"2006",2,"Feb",6,39,28
"4420",4420,"09/02/2006",4.1,2006-02-09,2006,"2006",2,"Feb",6,40,28
"4421",4421,"10/02/2006",3.9,2006-02-10,2006,"2006",2,"Feb",6,41,28
"4422",4422,"11/02/2006",3.8,2006-02-11,2006,"2006",2,"Feb",6,42,28
"4423",4423,"12/02/2006",3.6,2006-02-12,2006,"2006",2,"Feb",7,43,28
"4424",4424,"13/02/2006",4.8,2006-02-13,2006,"2006",2,"Feb",7,44,28
"4425",4425,"14/02/2006",8.1,2006-02-14,2006,"2006",2,"Feb",7,45,28
"4426",4426,"15/02/2006",5.6,2006-02-15,2006,"2006",2,"Feb",7,46,28
"4427",4427,"16/02/2006",4.7,2006-02-16,2006,"2006",2,"Feb",7,47,28
"4428",4428,"17/02/2006",4.3,2006-02-17,2006,"2006",2,"Feb",7,48,28
"4429",4429,"18/02/2006",4,2006-02-18,2006,"2006",2,"Feb",7,49,28
"4430",4430,"19/02/2006",3.8,2006-02-19,2006,"2006",2,"Feb",8,50,28
"4431",4431,"20/02/2006",3.6,2006-02-20,2006,"2006",2,"Feb",8,51,28
"4432",4432,"21/02/2006",3.5,2006-02-21,2006,"2006",2,"Feb",8,52,28
"4433",4433,"22/02/2006",3.4,2006-02-22,2006,"2006",2,"Feb",8,53,28
"4434",4434,"23/02/2006",3.3,2006-02-23,2006,"2006",2,"Feb",8,54,28
"4435",4435,"24/02/2006",3.4,2006-02-24,2006,"2006",2,"Feb",8,55,28
"4436",4436,"25/02/2006",3.2,2006-02-25,2006,"2006",2,"Feb",8,56,28
"4437",4437,"26/02/2006",3.1,2006-02-26,2006,"2006",2,"Feb",9,57,28
"4438",4438,"27/02/2006",3.1,2006-02-27,2006,"2006",2,"Feb",9,58,28
"4439",4439,"28/02/2006",3,2006-02-28,2006,"2006",2,"Feb",9,59,28
"4440",4440,"01/03/2006",2.9,2006-03-01,2006,"2006",3,"Mar",9,60,31
"4441",4441,"02/03/2006",2.9,2006-03-02,2006,"2006",3,"Mar",9,61,31
"4442",4442,"03/03/2006",2.8,2006-03-03,2006,"2006",3,"Mar",9,62,31
"4443",4443,"04/03/2006",2.8,2006-03-04,2006,"2006",3,"Mar",9,63,31
"4444",4444,"05/03/2006",2.7,2006-03-05,2006,"2006",3,"Mar",10,64,31
"4445",4445,"06/03/2006",2.7,2006-03-06,2006,"2006",3,"Mar",10,65,31
"4446",4446,"07/03/2006",2.6,2006-03-07,2006,"2006",3,"Mar",10,66,31
"4447",4447,"08/03/2006",2.6,2006-03-08,2006,"2006",3,"Mar",10,67,31
"4448",4448,"09/03/2006",2.6,2006-03-09,2006,"2006",3,"Mar",10,68,31
"4449",4449,"10/03/2006",2.5,2006-03-10,2006,"2006",3,"Mar",10,69,31
"4450",4450,"11/03/2006",2.5,2006-03-11,2006,"2006",3,"Mar",10,70,31
"4451",4451,"12/03/2006",2.5,2006-03-12,2006,"2006",3,"Mar",11,71,31
"4452",4452,"13/03/2006",2.4,2006-03-13,2006,"2006",3,"Mar",11,72,31
"4453",4453,"14/03/2006",2.4,2006-03-14,2006,"2006",3,"Mar",11,73,31
"4454",4454,"15/03/2006",2.3,2006-03-15,2006,"2006",3,"Mar",11,74,31
"4455",4455,"16/03/2006",2.3,2006-03-16,2006,"2006",3,"Mar",11,75,31
"4456",4456,"17/03/2006",2.3,2006-03-17,2006,"2006",3,"Mar",11,76,31
"4457",4457,"18/03/2006",4.2,2006-03-18,2006,"2006",3,"Mar",11,77,31
"4458",4458,"19/03/2006",2.6,2006-03-19,2006,"2006",3,"Mar",12,78,31
"4459",4459,"20/03/2006",2.4,2006-03-20,2006,"2006",3,"Mar",12,79,31
"4460",4460,"21/03/2006",2.4,2006-03-21,2006,"2006",3,"Mar",12,80,31
"4461",4461,"22/03/2006",2.3,2006-03-22,2006,"2006",3,"Mar",12,81,31
"4462",4462,"23/03/2006",2.4,2006-03-23,2006,"2006",3,"Mar",12,82,31
"4463",4463,"24/03/2006",2.4,2006-03-24,2006,"2006",3,"Mar",12,83,31
"4464",4464,"25/03/2006",2.4,2006-03-25,2006,"2006",3,"Mar",12,84,31
"4465",4465,"26/03/2006",2.3,2006-03-26,2006,"2006",3,"Mar",13,85,31
"4466",4466,"27/03/2006",2.3,2006-03-27,2006,"2006",3,"Mar",13,86,31
"4467",4467,"28/03/2006",2.8,2006-03-28,2006,"2006",3,"Mar",13,87,31
"4468",4468,"29/03/2006",4.6,2006-03-29,2006,"2006",3,"Mar",13,88,31
"4469",4469,"30/03/2006",3.6,2006-03-30,2006,"2006",3,"Mar",13,89,31
"4470",4470,"31/03/2006",3.2,2006-03-31,2006,"2006",3,"Mar",13,90,31
"4471",4471,"01/04/2006",2.9,2006-04-01,2006,"2006",4,"Apr",13,91,30
"4472",4472,"02/04/2006",2.7,2006-04-02,2006,"2006",4,"Apr",14,92,30
"4473",4473,"03/04/2006",2.6,2006-04-03,2006,"2006",4,"Apr",14,93,30
"4474",4474,"04/04/2006",2.5,2006-04-04,2006,"2006",4,"Apr",14,94,30
"4475",4475,"05/04/2006",2.5,2006-04-05,2006,"2006",4,"Apr",14,95,30
"4476",4476,"06/04/2006",2.4,2006-04-06,2006,"2006",4,"Apr",14,96,30
"4477",4477,"07/04/2006",2.3,2006-04-07,2006,"2006",4,"Apr",14,97,30
"4478",4478,"08/04/2006",2.3,2006-04-08,2006,"2006",4,"Apr",14,98,30
"4479",4479,"09/04/2006",2.3,2006-04-09,2006,"2006",4,"Apr",15,99,30
"4480",4480,"10/04/2006",2.5,2006-04-10,2006,"2006",4,"Apr",15,100,30
"4481",4481,"11/04/2006",2.7,2006-04-11,2006,"2006",4,"Apr",15,101,30
"4482",4482,"12/04/2006",2.4,2006-04-12,2006,"2006",4,"Apr",15,102,30
"4483",4483,"13/04/2006",2.3,2006-04-13,2006,"2006",4,"Apr",15,103,30
"4484",4484,"14/04/2006",2.2,2006-04-14,2006,"2006",4,"Apr",15,104,30
"4485",4485,"15/04/2006",2.2,2006-04-15,2006,"2006",4,"Apr",15,105,30
"4486",4486,"16/04/2006",2.1,2006-04-16,2006,"2006",4,"Apr",16,106,30
"4487",4487,"17/04/2006",2.1,2006-04-17,2006,"2006",4,"Apr",16,107,30
"4488",4488,"18/04/2006",2.1,2006-04-18,2006,"2006",4,"Apr",16,108,30
"4489",4489,"19/04/2006",2.1,2006-04-19,2006,"2006",4,"Apr",16,109,30
"4490",4490,"20/04/2006",2,2006-04-20,2006,"2006",4,"Apr",16,110,30
"4491",4491,"21/04/2006",2,2006-04-21,2006,"2006",4,"Apr",16,111,30
"4492",4492,"22/04/2006",2,2006-04-22,2006,"2006",4,"Apr",16,112,30
"4493",4493,"23/04/2006",2,2006-04-23,2006,"2006",4,"Apr",17,113,30
"4494",4494,"24/04/2006",2,2006-04-24,2006,"2006",4,"Apr",17,114,30
"4495",4495,"25/04/2006",1.9,2006-04-25,2006,"2006",4,"Apr",17,115,30
"4496",4496,"26/04/2006",1.8,2006-04-26,2006,"2006",4,"Apr",17,116,30
"4497",4497,"27/04/2006",1.8,2006-04-27,2006,"2006",4,"Apr",17,117,30
"4498",4498,"28/04/2006",1.8,2006-04-28,2006,"2006",4,"Apr",17,118,30
"4499",4499,"29/04/2006",1.8,2006-04-29,2006,"2006",4,"Apr",17,119,30
"4500",4500,"30/04/2006",1.7,2006-04-30,2006,"2006",4,"Apr",18,120,30
"4501",4501,"01/05/2006",1.7,2006-05-01,2006,"2006",5,"May",18,121,31
"4502",4502,"02/05/2006",1.7,2006-05-02,2006,"2006",5,"May",18,122,31
"4503",4503,"03/05/2006",1.7,2006-05-03,2006,"2006",5,"May",18,123,31
"4504",4504,"04/05/2006",1.7,2006-05-04,2006,"2006",5,"May",18,124,31
"4505",4505,"05/05/2006",1.7,2006-05-05,2006,"2006",5,"May",18,125,31
"4506",4506,"06/05/2006",1.7,2006-05-06,2006,"2006",5,"May",18,126,31
"4507",4507,"07/05/2006",1.6,2006-05-07,2006,"2006",5,"May",19,127,31
"4508",4508,"08/05/2006",1.8,2006-05-08,2006,"2006",5,"May",19,128,31
"4509",4509,"09/05/2006",2.3,2006-05-09,2006,"2006",5,"May",19,129,31
"4510",4510,"10/05/2006",2,2006-05-10,2006,"2006",5,"May",19,130,31
"4511",4511,"11/05/2006",1.8,2006-05-11,2006,"2006",5,"May",19,131,31
"4512",4512,"12/05/2006",1.9,2006-05-12,2006,"2006",5,"May",19,132,31
"4513",4513,"13/05/2006",1.8,2006-05-13,2006,"2006",5,"May",19,133,31
"4514",4514,"14/05/2006",1.8,2006-05-14,2006,"2006",5,"May",20,134,31
"4515",4515,"15/05/2006",1.7,2006-05-15,2006,"2006",5,"May",20,135,31
"4516",4516,"16/05/2006",2.4,2006-05-16,2006,"2006",5,"May",20,136,31
"4517",4517,"17/05/2006",2.2,2006-05-17,2006,"2006",5,"May",20,137,31
"4518",4518,"18/05/2006",2.3,2006-05-18,2006,"2006",5,"May",20,138,31
"4519",4519,"19/05/2006",2.7,2006-05-19,2006,"2006",5,"May",20,139,31
"4520",4520,"20/05/2006",2.9,2006-05-20,2006,"2006",5,"May",20,140,31
"4521",4521,"21/05/2006",2.2,2006-05-21,2006,"2006",5,"May",21,141,31
"4522",4522,"22/05/2006",2.2,2006-05-22,2006,"2006",5,"May",21,142,31
"4523",4523,"23/05/2006",3.4,2006-05-23,2006,"2006",5,"May",21,143,31
"4524",4524,"24/05/2006",2.4,2006-05-24,2006,"2006",5,"May",21,144,31
"4525",4525,"25/05/2006",2.3,2006-05-25,2006,"2006",5,"May",21,145,31
"4526",4526,"26/05/2006",2.4,2006-05-26,2006,"2006",5,"May",21,146,31
"4527",4527,"27/05/2006",7.7,2006-05-27,2006,"2006",5,"May",21,147,31
"4528",4528,"28/05/2006",3.6,2006-05-28,2006,"2006",5,"May",22,148,31
"4529",4529,"29/05/2006",2.7,2006-05-29,2006,"2006",5,"May",22,149,31
"4530",4530,"30/05/2006",2.5,2006-05-30,2006,"2006",5,"May",22,150,31
"4531",4531,"31/05/2006",2.9,2006-05-31,2006,"2006",5,"May",22,151,31
"4532",4532,"01/06/2006",2.9,2006-06-01,2006,"2006",6,"Jun",22,152,30
"4533",4533,"02/06/2006",2.5,2006-06-02,2006,"2006",6,"Jun",22,153,30
"4534",4534,"03/06/2006",2.8,2006-06-03,2006,"2006",6,"Jun",22,154,30
"4535",4535,"04/06/2006",3.2,2006-06-04,2006,"2006",6,"Jun",23,155,30
"4536",4536,"05/06/2006",5.4,2006-06-05,2006,"2006",6,"Jun",23,156,30
"4537",4537,"06/06/2006",4.3,2006-06-06,2006,"2006",6,"Jun",23,157,30
"4538",4538,"07/06/2006",5.6,2006-06-07,2006,"2006",6,"Jun",23,158,30
"4539",4539,"08/06/2006",3.8,2006-06-08,2006,"2006",6,"Jun",23,159,30
"4540",4540,"09/06/2006",3.9,2006-06-09,2006,"2006",6,"Jun",23,160,30
"4541",4541,"10/06/2006",3.9,2006-06-10,2006,"2006",6,"Jun",23,161,30
"4542",4542,"11/06/2006",3.4,2006-06-11,2006,"2006",6,"Jun",24,162,30
"4543",4543,"12/06/2006",3.2,2006-06-12,2006,"2006",6,"Jun",24,163,30
"4544",4544,"13/06/2006",4.9,2006-06-13,2006,"2006",6,"Jun",24,164,30
"4545",4545,"14/06/2006",7.3,2006-06-14,2006,"2006",6,"Jun",24,165,30
"4546",4546,"15/06/2006",4.9,2006-06-15,2006,"2006",6,"Jun",24,166,30
"4547",4547,"16/06/2006",3.9,2006-06-16,2006,"2006",6,"Jun",24,167,30
"4548",4548,"17/06/2006",3.5,2006-06-17,2006,"2006",6,"Jun",24,168,30
"4549",4549,"18/06/2006",3.2,2006-06-18,2006,"2006",6,"Jun",25,169,30
"4550",4550,"19/06/2006",2.9,2006-06-19,2006,"2006",6,"Jun",25,170,30
"4551",4551,"20/06/2006",3,2006-06-20,2006,"2006",6,"Jun",25,171,30
"4552",4552,"21/06/2006",2.8,2006-06-21,2006,"2006",6,"Jun",25,172,30
"4553",4553,"22/06/2006",4,2006-06-22,2006,"2006",6,"Jun",25,173,30
"4554",4554,"23/06/2006",3.1,2006-06-23,2006,"2006",6,"Jun",25,174,30
"4555",4555,"24/06/2006",6.2,2006-06-24,2006,"2006",6,"Jun",25,175,30
"4556",4556,"25/06/2006",4.4,2006-06-25,2006,"2006",6,"Jun",26,176,30
"4557",4557,"26/06/2006",4.1,2006-06-26,2006,"2006",6,"Jun",26,177,30
"4558",4558,"27/06/2006",3.7,2006-06-27,2006,"2006",6,"Jun",26,178,30
"4559",4559,"28/06/2006",3.6,2006-06-28,2006,"2006",6,"Jun",26,179,30
"4560",4560,"29/06/2006",5.1,2006-06-29,2006,"2006",6,"Jun",26,180,30
"4561",4561,"30/06/2006",8.7,2006-06-30,2006,"2006",6,"Jun",26,181,30
"4562",4562,"01/07/2006",6.2,2006-07-01,2006,"2006",7,"Jul",26,182,31
"4563",4563,"02/07/2006",5,2006-07-02,2006,"2006",7,"Jul",27,183,31
"4564",4564,"03/07/2006",4.4,2006-07-03,2006,"2006",7,"Jul",27,184,31
"4565",4565,"04/07/2006",3.9,2006-07-04,2006,"2006",7,"Jul",27,185,31
"4566",4566,"05/07/2006",3.7,2006-07-05,2006,"2006",7,"Jul",27,186,31
"4567",4567,"06/07/2006",3.8,2006-07-06,2006,"2006",7,"Jul",27,187,31
"4568",4568,"07/07/2006",3.4,2006-07-07,2006,"2006",7,"Jul",27,188,31
"4569",4569,"08/07/2006",3.2,2006-07-08,2006,"2006",7,"Jul",27,189,31
"4570",4570,"09/07/2006",11.1,2006-07-09,2006,"2006",7,"Jul",28,190,31
"4571",4571,"10/07/2006",3.8,2006-07-10,2006,"2006",7,"Jul",28,191,31
"4572",4572,"11/07/2006",2.9,2006-07-11,2006,"2006",7,"Jul",28,192,31
"4573",4573,"12/07/2006",2.6,2006-07-12,2006,"2006",7,"Jul",28,193,31
"4574",4574,"13/07/2006",3.7,2006-07-13,2006,"2006",7,"Jul",28,194,31
"4575",4575,"14/07/2006",3.3,2006-07-14,2006,"2006",7,"Jul",28,195,31
"4576",4576,"15/07/2006",2.9,2006-07-15,2006,"2006",7,"Jul",28,196,31
"4577",4577,"16/07/2006",2.7,2006-07-16,2006,"2006",7,"Jul",29,197,31
"4578",4578,"17/07/2006",5,2006-07-17,2006,"2006",7,"Jul",29,198,31
"4579",4579,"18/07/2006",3.9,2006-07-18,2006,"2006",7,"Jul",29,199,31
"4580",4580,"19/07/2006",7,2006-07-19,2006,"2006",7,"Jul",29,200,31
"4581",4581,"20/07/2006",4.7,2006-07-20,2006,"2006",7,"Jul",29,201,31
"4582",4582,"21/07/2006",6.4,2006-07-21,2006,"2006",7,"Jul",29,202,31
"4583",4583,"22/07/2006",4.4,2006-07-22,2006,"2006",7,"Jul",29,203,31
"4584",4584,"23/07/2006",4.5,2006-07-23,2006,"2006",7,"Jul",30,204,31
"4585",4585,"24/07/2006",3.7,2006-07-24,2006,"2006",7,"Jul",30,205,31
"4586",4586,"25/07/2006",3.2,2006-07-25,2006,"2006",7,"Jul",30,206,31
"4587",4587,"26/07/2006",3.5,2006-07-26,2006,"2006",7,"Jul",30,207,31
"4588",4588,"27/07/2006",3,2006-07-27,2006,"2006",7,"Jul",30,208,31
"4589",4589,"28/07/2006",2.8,2006-07-28,2006,"2006",7,"Jul",30,209,31
"4590",4590,"29/07/2006",5,2006-07-29,2006,"2006",7,"Jul",30,210,31
"4591",4591,"30/07/2006",4.2,2006-07-30,2006,"2006",7,"Jul",31,211,31
"4592",4592,"31/07/2006",4.1,2006-07-31,2006,"2006",7,"Jul",31,212,31
"4593",4593,"01/08/2006",3.7,2006-08-01,2006,"2006",8,"Aug",31,213,31
"4594",4594,"02/08/2006",3.1,2006-08-02,2006,"2006",8,"Aug",31,214,31
"4595",4595,"03/08/2006",3,2006-08-03,2006,"2006",8,"Aug",31,215,31
"4596",4596,"04/08/2006",2.7,2006-08-04,2006,"2006",8,"Aug",31,216,31
"4597",4597,"05/08/2006",2.6,2006-08-05,2006,"2006",8,"Aug",31,217,31
"4598",4598,"06/08/2006",2.4,2006-08-06,2006,"2006",8,"Aug",32,218,31
"4599",4599,"07/08/2006",2.4,2006-08-07,2006,"2006",8,"Aug",32,219,31
"4600",4600,"08/08/2006",2.2,2006-08-08,2006,"2006",8,"Aug",32,220,31
"4601",4601,"09/08/2006",2.1,2006-08-09,2006,"2006",8,"Aug",32,221,31
"4602",4602,"10/08/2006",2.2,2006-08-10,2006,"2006",8,"Aug",32,222,31
"4603",4603,"11/08/2006",2,2006-08-11,2006,"2006",8,"Aug",32,223,31
"4604",4604,"12/08/2006",1.9,2006-08-12,2006,"2006",8,"Aug",32,224,31
"4605",4605,"13/08/2006",1.8,2006-08-13,2006,"2006",8,"Aug",33,225,31
"4606",4606,"14/08/2006",1.8,2006-08-14,2006,"2006",8,"Aug",33,226,31
"4607",4607,"15/08/2006",2,2006-08-15,2006,"2006",8,"Aug",33,227,31
"4608",4608,"16/08/2006",1.8,2006-08-16,2006,"2006",8,"Aug",33,228,31
"4609",4609,"17/08/2006",2.2,2006-08-17,2006,"2006",8,"Aug",33,229,31
"4610",4610,"18/08/2006",2.2,2006-08-18,2006,"2006",8,"Aug",33,230,31
"4611",4611,"19/08/2006",3.8,2006-08-19,2006,"2006",8,"Aug",33,231,31
"4612",4612,"20/08/2006",2.5,2006-08-20,2006,"2006",8,"Aug",34,232,31
"4613",4613,"21/08/2006",2.3,2006-08-21,2006,"2006",8,"Aug",34,233,31
"4614",4614,"22/08/2006",2,2006-08-22,2006,"2006",8,"Aug",34,234,31
"4615",4615,"23/08/2006",1.9,2006-08-23,2006,"2006",8,"Aug",34,235,31
"4616",4616,"24/08/2006",2.3,2006-08-24,2006,"2006",8,"Aug",34,236,31
"4617",4617,"25/08/2006",1.9,2006-08-25,2006,"2006",8,"Aug",34,237,31
"4618",4618,"26/08/2006",2.3,2006-08-26,2006,"2006",8,"Aug",34,238,31
"4619",4619,"27/08/2006",3.2,2006-08-27,2006,"2006",8,"Aug",35,239,31
"4620",4620,"28/08/2006",2.5,2006-08-28,2006,"2006",8,"Aug",35,240,31
"4621",4621,"29/08/2006",2.1,2006-08-29,2006,"2006",8,"Aug",35,241,31
"4622",4622,"30/08/2006",2,2006-08-30,2006,"2006",8,"Aug",35,242,31
"4623",4623,"31/08/2006",3.4,2006-08-31,2006,"2006",8,"Aug",35,243,31
"4624",4624,"01/09/2006",3.9,2006-09-01,2006,"2006",9,"Sep",35,244,30
"4625",4625,"02/09/2006",2.8,2006-09-02,2006,"2006",9,"Sep",35,245,30
"4626",4626,"03/09/2006",2.9,2006-09-03,2006,"2006",9,"Sep",36,246,30
"4627",4627,"04/09/2006",2.3,2006-09-04,2006,"2006",9,"Sep",36,247,30
"4628",4628,"05/09/2006",2.2,2006-09-05,2006,"2006",9,"Sep",36,248,30
"4629",4629,"06/09/2006",2.2,2006-09-06,2006,"2006",9,"Sep",36,249,30
"4630",4630,"07/09/2006",2.2,2006-09-07,2006,"2006",9,"Sep",36,250,30
"4631",4631,"08/09/2006",3.3,2006-09-08,2006,"2006",9,"Sep",36,251,30
"4632",4632,"09/09/2006",5.5,2006-09-09,2006,"2006",9,"Sep",36,252,30
"4633",4633,"10/09/2006",3.5,2006-09-10,2006,"2006",9,"Sep",37,253,30
"4634",4634,"11/09/2006",2.8,2006-09-11,2006,"2006",9,"Sep",37,254,30
"4635",4635,"12/09/2006",2.5,2006-09-12,2006,"2006",9,"Sep",37,255,30
"4636",4636,"13/09/2006",2.4,2006-09-13,2006,"2006",9,"Sep",37,256,30
"4637",4637,"14/09/2006",2.3,2006-09-14,2006,"2006",9,"Sep",37,257,30
"4638",4638,"15/09/2006",2.2,2006-09-15,2006,"2006",9,"Sep",37,258,30
"4639",4639,"16/09/2006",4.1,2006-09-16,2006,"2006",9,"Sep",37,259,30
"4640",4640,"17/09/2006",2.5,2006-09-17,2006,"2006",9,"Sep",38,260,30
"4641",4641,"18/09/2006",4.4,2006-09-18,2006,"2006",9,"Sep",38,261,30
"4642",4642,"19/09/2006",3.3,2006-09-19,2006,"2006",9,"Sep",38,262,30
"4643",4643,"20/09/2006",5.1,2006-09-20,2006,"2006",9,"Sep",38,263,30
"4644",4644,"21/09/2006",5.2,2006-09-21,2006,"2006",9,"Sep",38,264,30
"4645",4645,"22/09/2006",4.1,2006-09-22,2006,"2006",9,"Sep",38,265,30
"4646",4646,"23/09/2006",3.3,2006-09-23,2006,"2006",9,"Sep",38,266,30
"4647",4647,"24/09/2006",3,2006-09-24,2006,"2006",9,"Sep",39,267,30
"4648",4648,"25/09/2006",3.1,2006-09-25,2006,"2006",9,"Sep",39,268,30
"4649",4649,"26/09/2006",2.6,2006-09-26,2006,"2006",9,"Sep",39,269,30
"4650",4650,"27/09/2006",2.4,2006-09-27,2006,"2006",9,"Sep",39,270,30
"4651",4651,"28/09/2006",2.3,2006-09-28,2006,"2006",9,"Sep",39,271,30
"4652",4652,"29/09/2006",2.2,2006-09-29,2006,"2006",9,"Sep",39,272,30
"4653",4653,"30/09/2006",2.1,2006-09-30,2006,"2006",9,"Sep",39,273,30
"4654",4654,"01/10/2006",2.5,2006-10-01,2006,"2006",10,"Oct",40,274,31
"4655",4655,"02/10/2006",2,2006-10-02,2006,"2006",10,"Oct",40,275,31
"4656",4656,"03/10/2006",1.9,2006-10-03,2006,"2006",10,"Oct",40,276,31
"4657",4657,"04/10/2006",1.9,2006-10-04,2006,"2006",10,"Oct",40,277,31
"4658",4658,"05/10/2006",1.8,2006-10-05,2006,"2006",10,"Oct",40,278,31
"4659",4659,"06/10/2006",1.9,2006-10-06,2006,"2006",10,"Oct",40,279,31
"4660",4660,"07/10/2006",1.8,2006-10-07,2006,"2006",10,"Oct",40,280,31
"4661",4661,"08/10/2006",2.6,2006-10-08,2006,"2006",10,"Oct",41,281,31
"4662",4662,"09/10/2006",1.9,2006-10-09,2006,"2006",10,"Oct",41,282,31
"4663",4663,"10/10/2006",2.6,2006-10-10,2006,"2006",10,"Oct",41,283,31
"4664",4664,"11/10/2006",7.5,2006-10-11,2006,"2006",10,"Oct",41,284,31
"4665",4665,"12/10/2006",3,2006-10-12,2006,"2006",10,"Oct",41,285,31
"4666",4666,"13/10/2006",2.3,2006-10-13,2006,"2006",10,"Oct",41,286,31
"4667",4667,"14/10/2006",2.1,2006-10-14,2006,"2006",10,"Oct",41,287,31
"4668",4668,"15/10/2006",2.1,2006-10-15,2006,"2006",10,"Oct",42,288,31
"4669",4669,"16/10/2006",2.2,2006-10-16,2006,"2006",10,"Oct",42,289,31
"4670",4670,"17/10/2006",4.1,2006-10-17,2006,"2006",10,"Oct",42,290,31
"4671",4671,"18/10/2006",3.2,2006-10-18,2006,"2006",10,"Oct",42,291,31
"4672",4672,"19/10/2006",2.6,2006-10-19,2006,"2006",10,"Oct",42,292,31
"4673",4673,"20/10/2006",4.4,2006-10-20,2006,"2006",10,"Oct",42,293,31
"4674",4674,"21/10/2006",4.4,2006-10-21,2006,"2006",10,"Oct",42,294,31
"4675",4675,"22/10/2006",3,2006-10-22,2006,"2006",10,"Oct",43,295,31
"4676",4676,"23/10/2006",2.6,2006-10-23,2006,"2006",10,"Oct",43,296,31
"4677",4677,"24/10/2006",2.3,2006-10-24,2006,"2006",10,"Oct",43,297,31
"4678",4678,"25/10/2006",2.2,2006-10-25,2006,"2006",10,"Oct",43,298,31
"4679",4679,"26/10/2006",2.1,2006-10-26,2006,"2006",10,"Oct",43,299,31
"4680",4680,"27/10/2006",2,2006-10-27,2006,"2006",10,"Oct",43,300,31
"4681",4681,"28/10/2006",2.4,2006-10-28,2006,"2006",10,"Oct",43,301,31
"4682",4682,"29/10/2006",2,2006-10-29,2006,"2006",10,"Oct",44,302,31
"4683",4683,"30/10/2006",2.3,2006-10-30,2006,"2006",10,"Oct",44,303,31
"4684",4684,"31/10/2006",2,2006-10-31,2006,"2006",10,"Oct",44,304,31
"4685",4685,"01/11/2006",4.5,2006-11-01,2006,"2006",11,"Nov",44,305,30
